# NEST version: 3.5
# RecordingBackendASCII version: 2
sender	time_ms
11535	0.100
11864	0.100
12224	0.100
12631	0.100
13315	0.100
13259	706.500
12705	706.600
13206	706.600
11667	706.800
11909	707.000
12390	707.100
13140	707.100
11323	707.200
11363	707.300
11695	707.300
11806	707.300
12294	707.300
12600	707.300
11445	707.400
11787	707.400
12082	707.400
12416	707.400
12962	707.400
13413	707.400
12680	707.500
13354	707.500
12236	707.600
11393	707.700
11538	707.700
11621	707.700
11643	707.700
11910	707.700
12989	707.700
13459	707.700
11805	707.800
11870	707.800
12043	707.800
12097	707.800
12645	707.800
13168	707.800
13195	707.800
11446	707.900
11901	707.900
11907	707.900
12028	707.900
12231	707.900
12255	707.900
12256	707.900
12330	707.900
12369	707.900
12481	707.900
12561	707.900
12808	707.900
13011	707.900
13343	707.900
13374	707.900
11425	708.000
11477	708.000
11577	708.000
11838	708.000
12004	708.000
12045	708.000
12159	708.000
12218	708.000
12223	708.000
12557	708.000
12786	708.000
12835	708.000
13016	708.000
13020	708.000
13032	708.000
13181	708.000
11690	708.100
11886	708.100
12224	708.100
12301	708.100
12553	708.100
12575	708.100
12617	708.100
12659	708.100
12772	708.100
12855	708.100
13254	708.100
11327	708.200
11536	708.200
11867	708.200
11875	708.200
11911	708.200
11974	708.200
12077	708.200
12279	708.200
12447	708.200
12519	708.200
12538	708.200
12558	708.200
12793	708.200
12899	708.200
12909	708.200
12935	708.200
12999	708.200
13233	708.200
13359	708.200
13436	708.200
11444	708.300
11545	708.300
11699	708.300
11759	708.300
11987	708.300
12012	708.300
12020	708.300
12029	708.300
12076	708.300
12326	708.300
12408	708.300
12417	708.300
12429	708.300
12480	708.300
12712	708.300
12774	708.300
12848	708.300
13192	708.300
13214	708.300
13273	708.300
13284	708.300
11437	708.400
11516	708.400
11540	708.400
11542	708.400
11579	708.400
11688	708.400
11913	708.400
11921	708.400
12126	708.400
12257	708.400
12513	708.400
12537	708.400
12544	708.400
12580	708.400
12592	708.400
12744	708.400
12856	708.400
12865	708.400
12944	708.400
12994	708.400
13051	708.400
13065	708.400
13077	708.400
13092	708.400
13216	708.400
13257	708.400
13412	708.400
13416	708.400
13465	708.400
11300	708.500
11378	708.500
11380	708.500
11398	708.500
11419	708.500
11633	708.500
11648	708.500
11790	708.500
11837	708.500
11877	708.500
11889	708.500
11961	708.500
11969	708.500
12058	708.500
12342	708.500
12462	708.500
12607	708.500
12614	708.500
12706	708.500
12727	708.500
12851	708.500
12888	708.500
12951	708.500
13000	708.500
13152	708.500
13231	708.500
13258	708.500
13268	708.500
13304	708.500
13381	708.500
13385	708.500
11361	708.600
11370	708.600
11452	708.600
11480	708.600
11565	708.600
11578	708.600
11680	708.600
11803	708.600
11849	708.600
11864	708.600
12008	708.600
12030	708.600
12055	708.600
12115	708.600
12146	708.600
12163	708.600
12177	708.600
12209	708.600
12338	708.600
12509	708.600
12563	708.600
12587	708.600
12618	708.600
12658	708.600
12670	708.600
12761	708.600
12766	708.600
12780	708.600
12929	708.600
12977	708.600
13048	708.600
13176	708.600
13212	708.600
13217	708.600
13309	708.600
13322	708.600
13340	708.600
13355	708.600
13457	708.600
13462	708.600
11312	708.700
11373	708.700
11413	708.700
11597	708.700
11608	708.700
11646	708.700
11763	708.700
11834	708.700
11844	708.700
11912	708.700
12142	708.700
12228	708.700
12265	708.700
12268	708.700
12361	708.700
12454	708.700
12523	708.700
12692	708.700
12869	708.700
12924	708.700
12936	708.700
12964	708.700
13009	708.700
13081	708.700
13107	708.700
13218	708.700
13290	708.700
13398	708.700
11328	708.800
11330	708.800
11369	708.800
11424	708.800
11434	708.800
11454	708.800
11610	708.800
11628	708.800
11650	708.800
11658	708.800
11764	708.800
11856	708.800
11873	708.800
11881	708.800
11938	708.800
11943	708.800
11989	708.800
12003	708.800
12048	708.800
12181	708.800
12234	708.800
12272	708.800
12339	708.800
12373	708.800
12409	708.800
12431	708.800
12484	708.800
12486	708.800
12525	708.800
12651	708.800
12652	708.800
12690	708.800
12819	708.800
12883	708.800
12907	708.800
12980	708.800
13116	708.800
13161	708.800
13200	708.800
13338	708.800
13386	708.800
13418	708.800
13421	708.800
13426	708.800
13428	708.800
13435	708.800
11297	708.900
11310	708.900
11396	708.900
11397	708.900
11476	708.900
11537	708.900
11559	708.900
11573	708.900
11574	708.900
11584	708.900
11720	708.900
11748	708.900
11840	708.900
11845	708.900
11890	708.900
11918	708.900
11966	708.900
12054	708.900
12119	708.900
12131	708.900
12135	708.900
12156	708.900
12244	708.900
12252	708.900
12299	708.900
12305	708.900
12317	708.900
12341	708.900
12379	708.900
12415	708.900
12472	708.900
12505	708.900
12654	708.900
12657	708.900
12664	708.900
12689	708.900
12704	708.900
12720	708.900
12822	708.900
12903	708.900
12912	708.900
13002	708.900
13112	708.900
13114	708.900
13171	708.900
13184	708.900
13188	708.900
13201	708.900
13242	708.900
13358	708.900
13424	708.900
13464	708.900
11304	709.000
11337	709.000
11343	709.000
11345	709.000
11365	709.000
11384	709.000
11511	709.000
11626	709.000
11675	709.000
11716	709.000
11727	709.000
11738	709.000
11789	709.000
11796	709.000
11821	709.000
11853	709.000
11950	709.000
12026	709.000
12050	709.000
12071	709.000
12088	709.000
12127	709.000
12157	709.000
12217	709.000
12230	709.000
12240	709.000
12251	709.000
12267	709.000
12285	709.000
12302	709.000
12320	709.000
12448	709.000
12518	709.000
12564	709.000
12619	709.000
12667	709.000
12676	709.000
12698	709.000
12732	709.000
12751	709.000
12860	709.000
12862	709.000
12876	709.000
12934	709.000
12942	709.000
12965	709.000
13102	709.000
13118	709.000
13123	709.000
13153	709.000
13220	709.000
13274	709.000
13310	709.000
13399	709.000
13410	709.000
13483	709.000
13487	709.000
11296	709.100
11325	709.100
11381	709.100
11401	709.100
11471	709.100
11522	709.100
11596	709.100
11678	709.100
11691	709.100
11692	709.100
11721	709.100
11754	709.100
11778	709.100
11807	709.100
11847	709.100
11863	709.100
11891	709.100
11949	709.100
11984	709.100
11999	709.100
12123	709.100
12158	709.100
12193	709.100
12195	709.100
12201	709.100
12204	709.100
12235	709.100
12238	709.100
12253	709.100
12260	709.100
12277	709.100
12286	709.100
12304	709.100
12352	709.100
12376	709.100
12382	709.100
12441	709.100
12488	709.100
12507	709.100
12522	709.100
12570	709.100
12573	709.100
12586	709.100
12622	709.100
12635	709.100
12682	709.100
12738	709.100
12758	709.100
12784	709.100
12830	709.100
12834	709.100
12842	709.100
12884	709.100
12905	709.100
12921	709.100
12926	709.100
12930	709.100
12938	709.100
12992	709.100
13006	709.100
13101	709.100
13208	709.100
13266	709.100
13280	709.100
13321	709.100
13370	709.100
13377	709.100
13404	709.100
11350	709.200
11355	709.200
11357	709.200
11364	709.200
11404	709.200
11407	709.200
11435	709.200
11469	709.200
11475	709.200
11482	709.200
11501	709.200
11514	709.200
11520	709.200
11558	709.200
11567	709.200
11569	709.200
11588	709.200
11591	709.200
11599	709.200
11619	709.200
11639	709.200
11694	709.200
11700	709.200
11737	709.200
11786	709.200
11799	709.200
11811	709.200
11839	709.200
11942	709.200
12037	709.200
12069	709.200
12074	709.200
12098	709.200
12117	709.200
12167	709.200
12216	709.200
12222	709.200
12271	709.200
12312	709.200
12316	709.200
12329	709.200
12367	709.200
12410	709.200
12412	709.200
12450	709.200
12457	709.200
12460	709.200
12482	709.200
12542	709.200
12589	709.200
12595	709.200
12597	709.200
12610	709.200
12611	709.200
12613	709.200
12662	709.200
12678	709.200
12702	709.200
12735	709.200
12749	709.200
12785	709.200
12801	709.200
12861	709.200
12904	709.200
12919	709.200
12947	709.200
12959	709.200
12995	709.200
13046	709.200
13186	709.200
13198	709.200
13221	709.200
13240	709.200
13294	709.200
13326	709.200
13329	709.200
13337	709.200
13342	709.200
13353	709.200
13482	709.200
11316	709.300
11324	709.300
11348	709.300
11377	709.300
11426	709.300
11429	709.300
11447	709.300
11493	709.300
11497	709.300
11500	709.300
11513	709.300
11528	709.300
11604	709.300
11611	709.300
11625	709.300
11635	709.300
11683	709.300
11697	709.300
11707	709.300
11775	709.300
11784	709.300
11812	709.300
11850	709.300
11858	709.300
11876	709.300
11917	709.300
11925	709.300
11928	709.300
11941	709.300
11956	709.300
12065	709.300
12068	709.300
12081	709.300
12091	709.300
12093	709.300
12095	709.300
12140	709.300
12151	709.300
12211	709.300
12243	709.300
12274	709.300
12276	709.300
12281	709.300
12293	709.300
12322	709.300
12377	709.300
12401	709.300
12405	709.300
12424	709.300
12463	709.300
12496	709.300
12499	709.300
12517	709.300
12545	709.300
12583	709.300
12630	709.300
12647	709.300
12695	709.300
12710	709.300
12728	709.300
12765	709.300
12818	709.300
12838	709.300
12846	709.300
12850	709.300
12863	709.300
12867	709.300
12875	709.300
12968	709.300
12974	709.300
12996	709.300
13003	709.300
13004	709.300
13030	709.300
13079	709.300
13125	709.300
13126	709.300
13129	709.300
13156	709.300
13164	709.300
13172	709.300
13174	709.300
13193	709.300
13272	709.300
13317	709.300
13347	709.300
13349	709.300
13352	709.300
13357	709.300
13384	709.300
13446	709.300
13453	709.300
11335	709.400
11399	709.400
11414	709.400
11422	709.400
11433	709.400
11451	709.400
11484	709.400
11515	709.400
11561	709.400
11580	709.400
11623	709.400
11624	709.400
11631	709.400
11640	709.400
11651	709.400
11666	709.400
11704	709.400
11705	709.400
11729	709.400
11745	709.400
11753	709.400
11776	709.400
11859	709.400
11862	709.400
11892	709.400
11916	709.400
11924	709.400
11976	709.400
11981	709.400
11993	709.400
12024	709.400
12049	709.400
12107	709.400
12139	709.400
12184	709.400
12200	709.400
12254	709.400
