# NEST version: 3.5
# RecordingBackendASCII version: 2
sender	time_ms
3255	0.100
3606	0.100
3666	0.100
3699	0.100
4086	0.100
4569	0.100
3194	706.400
2910	706.600
3347	706.700
3891	706.800
4641	706.800
2687	706.900
2840	706.900
3882	706.900
3124	707.000
3440	707.000
3682	707.000
3695	707.000
3929	707.000
3995	707.000
4305	707.000
4407	707.000
4533	707.000
2747	707.100
4427	707.100
4613	707.100
3028	707.200
3121	707.200
3205	707.200
3423	707.200
3834	707.200
4007	707.200
4177	707.200
4738	707.200
2700	707.300
2815	707.300
3107	707.300
3518	707.300
3668	707.300
3875	707.300
4329	707.300
2716	707.400
3156	707.400
3172	707.400
3193	707.400
3240	707.400
3295	707.400
3362	707.400
3545	707.400
4048	707.400
4067	707.400
4190	707.400
4313	707.400
4522	707.400
4523	707.400
4527	707.400
4561	707.400
3167	707.500
3246	707.500
3263	707.500
3341	707.500
3628	707.500
3732	707.500
3794	707.500
3830	707.500
3866	707.500
3874	707.500
3919	707.500
4233	707.500
4239	707.500
4282	707.500
4435	707.500
4442	707.500
4443	707.500
4662	707.500
4811	707.500
4822	707.500
3112	707.600
3481	707.600
3483	707.600
3623	707.600
3630	707.600
3821	707.600
4044	707.600
4061	707.600
4074	707.600
4113	707.600
4231	707.600
4237	707.600
4274	707.600
4304	707.600
4356	707.600
4544	707.600
2701	707.700
2776	707.700
2858	707.700
2868	707.700
2982	707.700
2986	707.700
3012	707.700
3446	707.700
3468	707.700
3491	707.700
3793	707.700
3865	707.700
3905	707.700
4378	707.700
4577	707.700
4581	707.700
4815	707.700
2675	707.800
2974	707.800
3021	707.800
3091	707.800
3144	707.800
3249	707.800
3453	707.800
3464	707.800
3654	707.800
3704	707.800
3744	707.800
3907	707.800
3935	707.800
3999	707.800
4017	707.800
4024	707.800
4056	707.800
4068	707.800
4124	707.800
4141	707.800
4184	707.800
4223	707.800
4252	707.800
4441	707.800
4666	707.800
4710	707.800
4735	707.800
4752	707.800
4801	707.800
2677	707.900
2708	707.900
2740	707.900
2771	707.900
2830	707.900
3131	707.900
3210	707.900
3307	707.900
3351	707.900
3418	707.900
3421	707.900
3432	707.900
3538	707.900
3603	707.900
3615	707.900
3621	707.900
3716	707.900
3788	707.900
3838	707.900
3840	707.900
3846	707.900
3899	707.900
3927	707.900
4018	707.900
4030	707.900
4095	707.900
4145	707.900
4293	707.900
4316	707.900
4374	707.900
4420	707.900
4513	707.900
4575	707.900
4672	707.900
4686	707.900
4755	707.900
2659	708.000
2670	708.000
2743	708.000
3083	708.000
3088	708.000
3125	708.000
3146	708.000
3294	708.000
3336	708.000
3342	708.000
3376	708.000
3417	708.000
3457	708.000
3486	708.000
3774	708.000
4214	708.000
4265	708.000
4270	708.000
